================================================================================
EMMTECH Closed Tickets Containing Code Snippets
Total unique tickets: 1092
Generated from Jira sdsdev site (devops.sdsdev.co.kr)
================================================================================

Search categories used:
  import, function, Exception, patch, dumpstate, adb, logcat,
  NullPointerException, commit, public class, git, diff, stacktrace

--------------------------------------------------------------------------------
Ticket Key           Categories                                         Summary
EMMTECH-6520         dumpstate                                          [SCC] [S2025120800000216/Knox Manage] [00337305] Kiosk mode: Power key triggers Samsung lock screen instead of display off
EMMTECH-6529         import                                             [iOS][00338629]Suite ticket 00334911 - Impossible d’importer le certificat APNs renouvelé
EMMTECH-6533         Exception                                          [SCC] [S2025121000000345/Knox Manage] [00338409] FQDN - Customer questions
EMMTECH-6552         function                                           [SCC] [S2025121500000470/Knox Manage] [00336846] Unable to add new WearOS token
EMMTECH-6572         dumpstate                                          [SCC] [S2025121900000037/Knox Manage] [Customer][00339517] Devices logged out after license expired in KM - ESAF Bank
EMMTECH-6588         function                                           [iOS][00340391]25.11 IOS Update command issue
EMMTECH-6596         function                                           [00337842] Long-press Power Key cannot shut down 
EMMTECH-6600         function                                           [Windows][00340710]Knox Manage + Windows IoT support question
EMMTECH-6611         dumpstate                                          [Non-Samsung][00341025]Les applications ne s'installent pas sur le smartphone
EMMTECH-6615         patch                                              [SCC] [S2026011300000009/Knox Manage] [Customer][00341211] Modify app version doesn&#039;t update the managed config
EMMTECH-6629         dumpstate                                          [Customer][00341564]Query Automatically update
EMMTECH-6635         patch                                              [00341094] [ETS] Lock account: Studio IN. Customer ID:7768794502
EMMTECH-6640         patch                                              [00341466] knox manage device enrollment profile
EMMTECH-6649         function                                           [00342189] Settings and Exit Kiosk Buttons are not working in ' i ' Buttion
EMMTECH-6662         Exception, dumpstate                               [SCC] [Knox Manage][S2026012300000041] [00340590] Movework Technologie – Secure Network Port Opening
EMMTECH-6676         function                                           [SCC] [Knox Manage][S2026012600000396] [00341870]Knox Manage License Problem
EMMTECH-6678         dumpstate                                          [SCC] [Knox Manage][S2026012700000529] [00342668] LM Global Telecoms // KRS Issues
EMMTECH-6679         dumpstate, patch                                   [00342048] Clarification Required: Incorrect Application Variant Installed Despite Correct Package Name in Knox Manage
EMMTECH-6686         dumpstate, function                                [SCC] [Knox Manage][S2026012900000014] [Customer][00339959] PDK Access Control App Issues
EMMTECH-6688         function                                           [00343026] Knox Remote Support Secret Key Renew not working
EMMTECH-6690         dumpstate                                          [Non-Samsung][00342665]Unable to enroll Motorola G35
EMMTECH-6695         patch                                              [SCC] [Knox Manage][S2026013100000003] [00342796]Cloud Connect AD-On Premise Sync Failed
EMMTECH-6698         function                                           [00342890] CRISTALLA: Request for Additional Information on Geofencing Capabilities
EMMTECH-6702         Exception                                          [SCC] [Knox Manage][S2026020200000467] [00343461] Can not add new Wear OS Token for Enrollment
EMMTECH-6703         function                                           [SCC] [Knox Manage][S2026020300000018] [Internal] The auto correct option is removed with the Android 16 update
EMMTECH-6716         function                                           [Customer][00343488]Turn off phone with side button
EMMTECH-6730         dumpstate                                          [SCC] [Knox Manage][S2026021000000050] [Customer][00343928][ETS] Limited enrollment issue
EMMTECH-6733         function                                           [KM] [00343597][ETS] Group device command didn't taking effect to the device
EMMTECH-6738         function                                           [Internal] Hide Apps policy
EMMTECH-6748         dumpstate                                          [SCC] [Knox Manage][S2026021300000256] [00344550] No puedo actualizar aplicaciones - error when tries to update any app from the MGP.
EMMTECH-6759         dumpstate                                          [KM] [Customer][00344792]Issue with OTP SMS Delivery to Work Profile in Knox Manage
EMMTECH-6766         function                                           [Non-Samsung][00344343]No funciona la camara en una app publica - Tenant ID del cliente: momentumtf.es
EMMTECH-6767         adb, dumpstate, function                           [Non-Samsung][00345083]VOIP with know manage not working
EMMTECH-6773         dumpstate                                          [Internal] - Potential KM bugs
EMMTECH-6784         dumpstate                                          [SCC] [Knox Manage][S2026022800000104] [Customer][00344519] KM with BYOD - Does not Sync Contacts
EMMTECH-6787         Exception, dumpstate                               [SCC] [Knox Manage][S2026030200000148] [00345358] Knox Remote Support is not working on any device
EMMTECH-6800         function                                           [KM] [00346470] MFA setup using Knox Browser
EMMTECH-6802         dumpstate, logcat                                  [Non-Samsung][00345516]20260223_SOL_Managed Configuration issue
EMMTECH-6810         Exception, dumpstate, function                     [SCC] [Knox Manage][S2026030500000540] [00345696] [ETS] Device unable to install app Credit Recovery Mekaar
EMMTECH-6811         Exception                                          [KM] [00346285][ETS] lack of screen visibility on the console during remote takeover
EMMTECH-6817         Exception, dumpstate, function                     [SCC] [Knox Manage][S2026031000000102] [Customer][00346322] Watch face freezing on Watch 8
EMMTECH-6821         Exception                                          [SCC] [Knox Manage][S2026031000000548] [00346591] Certificate Authority (CA) Samsung Cloud Connector Firewall Ports
EMMTECH-6825         dumpstate                                          [Non-Samsung][00346237]I can't install Internal app to Kiosk in Samsung WAF (WAF)
EMMTECH-6829         dumpstate                                          [SCC] [Knox Manage][S2026031300000019] [00347167] MS Authenticator issue with Knox Manage
EMMTECH-6839         dumpstate, function                                [SCC] [Knox Manage][S2026031600000594] [KM][00346913]BAS app distribution failed
EMMTECH-6846         dumpstate                                          [SCC] [Knox Manage][S2026031800000076] [KM][00346648]Content being removed automatically
EMMTECH-6851         function                                           [SCC] [Knox Manage][S2026031900000169] [00347441][Customer] Can&#039;t update to KLM12 license
EMMTECH-6863         adb                                                [SCC] [Knox Manage][S2026032400000103] [Customer][00338635] WearOS Knox Manage Agent losing connection
EMMTECH-6875         Exception, dumpstate                               [SCC] [Knox Manage][S2026032600000511] [KM] [00348066] [ETS] Applications being terminated due to insufficient memory
EMMTECH-6876         function                                           [KM] [Customer][00347742] Screen Timeout
EMMTECH-6880         function                                           [KM] [00347353] Policy not running well
EMMTECH-6886         dumpstate                                          [Customer][00347807] Unable to update KM agent, Kiosk app and some intermal apps
EMMTECH-6888         Exception, function                                [SCC] [Knox Manage][S2026033100000511] [00348334] Deep Settings Customization didnt work under New Console
EMMTECH-6903         Exception                                          [SCC] [Knox Manage][S2026040200000481] [00349135]Knox Manage – AD/LDAP group sync corruption
EMMTECH-6908         function                                           [iOS][00349174]devices do not respond to any commands after purchasing a license
EMMTECH-6921         function                                           [Non-Samsung][00349451]Bluetooth en Kiosk
EMMTECH-6930         dumpstate                                          [Non-Samsung][00346846]Problème enrôlement téléphone - Suite ticket 00345134
EMMTECH-6942         patch                                              [KM] [00348489] We have a device with device health as Bad (-45)
EMMTECH-6949         dumpstate                                          [KM] [00350261] KRS-KM | RSV disconnects after a short time duration
EMMTECH-6969         dumpstate                                          [KM] [00350145] Knox manage Enrollment Issue
EMMTECH-6974         Exception, dumpstate                               [KM][00350622]Disconnections in Knox remote support
EMMTECH-6977         function                                           [iOS][00350561]iphone and passcode lockout
EMMTECH-6983         dumpstate                                          [SCC] [Knox Manage][S2026042400000299] [ETS][Customer][00347364]Device Location Dashboard in Knox is reporting inaccurate locations for the
EMMTECH-6992         dumpstate, function                                [SCC] [Knox Manage][S2026042800000517] [00350276] Clear Screen Lock No longer works on Android 15/16
EMMTECH-6996         Exception, dumpstate, function                     [Non-Samsung][00350732]SOLGROUP_Kiosk not working properly on Zebra TC27
EMMTECH-7007         dumpstate                                          [SCC] [Knox Manage][S2026050500000184] [00350604] Problem with WiFi certificate from internal CA, via NDES
EMMTECH-7010         Exception                                          [KM] [00350230] Knox remote support closes out after just a couple of seconds very often
EMMTECH-7011         function                                           [KM][00351549] knox manage api issues with device command
EMMTECH-7013         function                                           [KM][00350284]Whatsapp not OPEN in Knox Work space
EMMTECH-7021         dumpstate, function                                [SCC] [Knox Manage][S2026050800000364] [00349837][ETS][Customer]Issue with Devices Stuck on Kiosk App Installation
EMMTECH-7022         function                                           [SCC] [Knox Manage][S2026050800000507] [Customer][00352221] Icon from public apps are not loading
EMMTECH-7027         function, import                                   [SCC] [Knox Manage][S2026051100000491] [00352284] [ETS] Samsung Galaxy Tab SM‑T515 / Galaxy A40 (Android 11) – intermittent loss of client
EMMTECH-7031         dumpstate                                          [KM][00350812] GVK Green
EMMTECH-7034         Exception                                          [SCC] [Knox Manage][S2026051300000113] [Customer][ETS][00352027]LDAP user does not sync after AD account recreation – backend cleanup reque
EMMTECH-7046         Exception                                          [KM][00352813] KM firewall exception
EMMTECH-7047         Exception, dumpstate                               [KM][00351936] Unable to start Knox Remote Support
EMMTECH-7048         import                                             [SCC] [Knox Manage][S2026051800000381] [00352543] [KM] A message appears stating that the password is incorrect
EMMTECH-7054         dumpstate                                          [SCC] [Knox Manage][S2026051900000386] [00351496] [ETS] KRS issue  - [ETS] Knox Remote Support is not working
EMMTECH-7059         import                                             [iOS][00353162]Customer ADE and VPP token sync failures
EMMTECH-7064         dumpstate, function                                [KM] [00351972] KNOX Manage API - App Update
EMMTECH-7065         Exception                                          [KM][00353326] Wi-Fi 연결 관련 KM 버그리포트 분석 및 정책 문의
EMMTECH-7067         adb                                                [SCC] [Knox Manage][S2026052200000078] [SFDC][00351975]Need to allow adb uninstall com.amazon.bivis.cottontail to a kiosk
EMMTECH-7072         dumpstate                                          [SCC] [Knox Manage][S2026052500000093] [00352995] [KM] Follow-up case 00339665 Wi-fi issues KM managed devices KSP wifi config BLAUD-i2605
EMMTECH-7073         function                                           [SCC] [Knox Manage][S2026052500000098] [00352164] [KM] mobile data not available
EMMTECH-7079         Exception, function                                [SCC] [Knox Manage][S2026052700000536] [00352539] Knox Kiosk Blocks Bluetooth &amp; Screenshots under 3rd party app
EMMTECH-7088         function                                           [SCC] [Knox Manage][S2026052900000027] [SFDC][00352851]Whatsapp personal app is hidden in the Work Profile
EMMTECH-7089         dumpstate, patch                                   [SCC] [Knox Manage][S2026052900000020] [Customer][00352507] Single App Kiosk displaying blank or white screen (randomly)
EMMTECH-7090         Exception, commit, git                             [KM][00353455] Device reboots when attempting to make a call after ONE UI 8.5 update
EMMTECH-7120         Exception, NullPointerException                    [SCC] [Knox Manage][S2026061000000049][00354894] Device crash after running the TomTom app in Kiosk mode
EMMTECH-7127         dumpstate                                          [SCC] [Knox Manage][S2026061000000513] [00354726] [KM] Case created with Samsung Denmark
EMMTECH-7132         Exception, dumpstate                               [SCC] [Knox Manage][S2026061300000057] [Customer][00354462] Devices disconnected from Wi-Fi
EMMTECH-7135         dumpstate                                          [KM][00355165][ETS] Shadowbox Issue
EMMTECH-7159         dumpstate, patch                                   [KM][00355499] Knox Manage - Failed to Send Device Command
EMMTECH-7168         Exception                                          [KM][00355623][ETS] Internal APK not installing on Tab Active 3
EMMTECH-7183         patch                                              [KM][ETS][00355655] org admins are being removed
EMMTECH-7184         Exception, dumpstate, patch                        [KM][ETS][00355850] Devices not Checking In
EMMTECH-7185         dumpstate                                          [KM][00355848]Moving devices to a Knox Manage Group causes the device to get stuck on an "installing kiosk please wait" screen.
EMMTECH-7186         patch                                              [SCC] [Knox Manage][S2026061900000238] [customer] [KM] [00355740] Device user assignment Knox manage
EMMTECH-7188         patch                                              [KM][00355715]Sub admin's assigned groups get deleted after login
EMMTECH-7189         dumpstate                                          [Non-Samsung][00355395]El cliente no puede añadir cuentas de Google en los dispositivos Motorola.
EMMTECH-7190         patch                                              [iOS][00355554]Boutique d'application Knox Manage iOS HS
EMMTECH-7200         patch                                              [iOS][00356165]Knox Manage iOS Agent v26.06 - Infinite loading spinner in store
EMMTECH-7201         patch                                              [KM] [00356377] After KM update unable to login tablet in shared mode.
EMMTECH-7202         Exception, patch                                   [KM][00355901]KNOX Enrollment Issue
EMMTECH-7203         import                                             [KM][00356350]Knox Manage - Google Workspace Integration - Synchronization Behavior for Groups and Users
EMMTECH-7207         function                                           [SCC] [Knox Manage][S2026062500000005] [00355912] Wear OS Knox Manage: How to use Managed configurations management delegation scope for Mo
EMMTECH-7210         Exception                                          [SCC] [Knox Manage][S2026062500000025] [SFDC][00355768][ETS] LDAP over TLS (LDAPS) integration issue via Samsung Cloud Connector
EMMTECH-7215         function, patch                                    [KM][00355824, 00355991, 00356099] Kiosk Clear Cache function
EMMTECH-7218         patch                                              [KM][00356281] Incorrect Sub Admin Access & Permission
EMMTECH-7226         import                                             [SCC] [Knox Manage][S2026062400000472] [00355762] synchronisation error between entraID and knoxmanage
EMMTECH-7227         dumpstate                                          [SCC] [Knox Manage][S2026062700000033] [SFDC][00355515] XCover 7 issue with MPN network registration
EMMTECH-7228         patch                                              [KM][00356707][ETS] Login loop trying to get to knox manage console
EMMTECH-7229         patch                                              [iOS][00355247]IOS devices unable to perform commands
EMMTECH-7236         patch                                              [SCC] [Knox Manage][S2026070100000029] [Customer][00355749] Subadmins lost their roles after 26.06
EMMTECH-7237         git                                                [KM][00356968]API Bearer token issues
EMMTECH-7241         function                                           [SCC] TEST
EMMTECH-7242         patch                                              [SCC] [Knox Manage][S2026070100000410] [00356319] devices, profiles, and Organizations disappeared from Knox Manage
EMMTECH-7247         adb, patch                                         [KM][00356686] KSP OBEXOBJECTPUSH_UUID Bluetooth file transfer restriction is not persistent after reboot
EMMTECH-7250         dumpstate                                          [SCC] [Knox Manage][S2026070400000001][00356334] blocage ajout de comptes emails dans l&#039; application samsung e-mail
EMMTECH-7251         patch                                              [KM][00357231]VARSITY EDIFICATION MANAGEMENT PRIVATE LIMITED
EMMTECH-7255         dumpstate, function                                [SCC] [Knox Manage][S2026070700000008] [Customer][00355842] Event profile and Kiosk issues
EMMTECH-7261         patch                                              [KM][00357673]Unable to Access Camera in Staging User
EMMTECH-7263         dumpstate, patch                                   [KM][00357772] Varsity (Sri Chaitanya): Exit Kiosk Devices.
EMMTECH-7294         Exception                                          [SCC] [Knox Manage][S2026071600000278] [00358455] tenant removal
EMMTECH-7297         dumpstate                                          [SCC] [Knox Manage][S2026071700000090] [customer][00358448][KM] Watch&#039;s hardware key remapping doesn&#039;t work after last release
EMMTECH-7302         function                                           [iOS][00358061]Force iOS updates command deprecated
EMMTECH-7304         Exception                                          [Non-Samsung][00358521]ocultar aplicacion
EMMTECH-7317         Exception, function                                [SCC] [Knox Manage][S2026072100000071] [Customer][00358731] KM Agent Crashes After Location Permission Denied via Runtime Permission Policy
EMMTECH-7336         dumpstate                                          [SCC] [Knox Manage][S2026072300000434] [Customer][00357889] device issue after enroll to KM
EMMTECH-7339         dumpstate                                          [SCC] [Knox Manage][S2026072400000013] [Customer][ETS][00357560] Settings app not visible after exiting Kiosk
EMMTECH-7358         dumpstate                                          [Customer][00358357] [KSP]Unable to change Screen Timeout settings
EMMTECH-7364         Exception                                          [SCC] [Knox Manage][S2026080100000016] [SFDC][00358378]Large list of contacts is not saved on the phone
EMMTECH-7367         function                                           [Non-Samsung][00359380]Comportement anormal des terminaux enrollés
EMMTECH-7373         function                                           [SCC] [Knox Manage][S2026080300000484] [00359763] Request for verification of Apache Log4j vulnerabilities in Samsung Cloud Connector 2.7.1
EMMTECH-7383         import                                             [SCC] [Knox Manage][S2026080600000038] [Customer][ETS][00359952] Can't save a profile
EMMTECH-7404         function, patch                                    [SCC] [Knox Manage][S2026072200000511] [Customer][ETS[00358439]Security Issue – Microsoft Entra ID
EMMTECH-7405         function, patch                                    [SCC] [Knox Manage][S2026072200000511] [Customer][ETS[00358439]Security Issue – Microsoft Entra ID

================================================================================
Total: 1092 unique closed tickets with code-related content
================================================================================
